,bathrooms,bedrooms,latitude,listing_id,longitude,price,created,building_id,description,display_address,features,manager_id,street_address,interest_level
102314,1,3,40.7084,6935678,-74.0066,4850,4,5fb96990fbab79e8b88707fb477eec2f,CooperCooper.com :: Web ID #179659; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Dishwasher Granite Kitchen High Ceilings Central A/C Wood Floors; BUILDING AMENITIES: Rental Pre-War Mid-Rise Doorman Concierge Elevator Gym Laundry Room Roof Deck Pets Allowed Garage; AREA/NEIGHBORHOOD: Gristedes Rite Aid Access to the X15M22 Buses Access to 2/3/4/5/6/N/R/J/Z East River Bikeway South Street Seaport Whole Foods Market; CONTACT US: For more information or to schedule a viewing call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials,John Street,[Doorman Fitness Center Elevator PublicOutdoor Dishwasher Cats Allowed Dogs Allowed Garage Laundry in Building],6e5c10246156ae5bdcd9b487ca99d96a,85 John Street,low
102317,2,3,40.7621,6860943,-73.9956,5800,4,d6c345de3f342d611ea0dd21eabe68e2,AMENITIESAmazing opportunity! Very large sunny home with separate dining alcove and 3 exposuresBUILDING AMENITIESBike RoomChildren's playroomCold StorageConciergeDoormanElevatorGarage ParkingGymLaundry in BuildingGreen BuildingLive-in SuperPackage RoomPets AllowedLISTING AMENITIESCentral Air ConditioningDishwasherWasher/DryerRENTALGuarantors AcceptedOUTDOOR SPACECourtyardRoof DeckTerrace<a website_redacted ,West 45th Street,[Roof Deck Doorman Elevator Fitness Center Laundry in Building Laundry in Unit High Speed Internet Dishwasher No Fee Dogs Allowed Cats Allowed],725a917d89e6202e11bc6fb0a575b2a9,550 West 45th Street,medium
102318,2,3,40.7641,6911209,-73.9079,3300,4,74d675279d7ecd5cac3480947772f228,MUST SEE NEWLY RENOVATED 3 BED/2 BATH HOME COMPLETED WITH TOP OF THE LINE FINISHES. UPDATED GOURMET KITCHEN WITH STAINLESS STEEL APPLIANCES. HARDWOOD FLOORING THROUGHOUT! PARKING IS AVAILABLE! READY FOR A MARCH 1ST MOVE-IN! NO PETS!SITUATED IN THE HEART OF ASTORIA RESIDENTS ARE IN CLOSE PROXIMITY TO SOME OF THE FINEST DINNING AND SHOPPING THIS NEIGHBORHOOD HAS TO OFFER!<a website_redacted ,46thst,[Hardwood Floors],d6ca7517247f1327799c0ae1aa84df9d,25-61 46thst,medium
10232,2,2,40.776,7188156,-73.9839,6600,6,9fff5dca9d9a57bc32d9ae17ad38882e,Lincoln Center luxury building with 24/7 concierge service. This new two bedroom two bath unit is absolutely beautiful. This apartment has tons of light with floor to ceiling windows and views of the city! The kitchen is the new open concept kitchen with high end stainless steel appliances quartz counter's that is so highly desired. Plenty of amenities including a rooftop terrace private garden fitness center yoga room and a children's playroom. You will love living in the heart of everything close to Lincoln Center Time Warner Carnegie Hall and the Metropolitan Museum of Art. Plus transportation is great as you have 123 and the BC lines. Fabulous restaurants and shopping also. Everything is at your fingers tip for the busy life style you lead. Call me for a private showing. ,Amsterdam Avenue,[Doorman Elevator Laundry in Unit Dogs Allowed Cats Allowed],af9bfbff38d178883dfcddbee76a5fc1,170 Amsterdam Avenue,low
102321,1,1,40.7288,6920453,-74.003,2875,4,5855d5dfcaca9da6cacb1f389fd383bd,NEW HARDWOOD FLOORS RECENTLY RENOVATED AND AVAILABLE IMMEDIATELY***BROKER FEE APPLIES***CALL/TEXT/E-MAILLISA PHILLIPS759-087-8089CHRISTIE PROPERTY GROUP kagglemanager@renthop.com<a website_redacted ,West Houston Street,[Hardwood Floors],8b091600ff04c3cbed387b8ca63d6583,176 West Houston Street,medium
102325,1,0,40.7797,6878240,-73.9476,1800,4,21c5423afedc40523c57813cedde0e72,89TH/1ST LARGE STUDIO!! LUX ELV BLDG! BALCONY! GREAT CLOSET SPACE!This large studio is situated in a luxury elevator building with laundry and live in super. The apartment went through renovations featuring a brand new wooden floor and a new kitchen with large closets and new appliances. The building is just steps from Whole Foods and Fairway! Video Intercom and alarm system. Central AC and heat.Contact Chris to set up an appointment (170-304-7893 or kagglemanager@renthop.com<a website_redacted ,First Avenue,[Elevator Laundry in Building Hardwood Floors],cb87dadbca78fad02b388dc9e8f25a5b,1743 First Avenue,low
102326,1,3,40.7808,6835461,-73.9168,2750,4,341f3c9d5a4a495d0e2d2d8ad9e1d9c6,Large and renovated 3.5 bedroom /1 bathroom apartmentHardwood floorsAmple closet spaceHeat and hot water includedNext to beautiful Astoria Park with fascinating city viewsCall text or email to view the place: 653-588-4588 or 653-588-4588,19-31 Ditmars Blvd,[Great area],2a469a9088ebd5a29e8a210a14e2cecf,19-31 Ditmars Blvd,medium
102327,1,0,40.8587,6866527,-73.9303,1550,4,99ade26ccc9e62ea2a1cac893a5800b4, This beautiful 1 Bedroom apartment is in great area of Inwood where you are only steps away from Fort Tryon Park shops restaurants and the subway. About this Building:- Hardwood Floors- King-Sized Bedroom- Open Kitchen- Elevator - Laundry in Building- Live in Super- Large Closets- Pets friendlyNearby Subway Stations1 191 St (0.22 mi) A 190 St (0.29 mi) 1 Dyckman St (0.35 mi) A Dyckman St (0.53 mi) Please Call/Text or Email April Lin at 792-339-4709 for showing. I will find the right place for you!Fluent in Chinese. ,Hillside Ave,[],cb8c110c47bf709e413ed0a0ac40dc09,35 Hillside Ave,low
102328,1,0,40.7617,6843500,-73.9931,2295,4,3b1ac46d5aa8a12484ca6a0aa6e2325f, ,W 46th St,[],4d13da9b6c4dfa4ed5c70bbcc722694c,450 W 46th St,low
102329,1,1,40.7701,6940041,-73.9067,2000,4,162a5db56c25a21e2ce01e1ac5a29111,Spacious one bedroom apartment located on 43rd Street near 23rd Avenue in Astoria. Just a 10 minute walk to the N/Q Astoria Boulevard subway stop. The bedroom will accommodate a king size bed and extra furniture. A large living room with lots of windows and a kitchen complete with stainless steel appliances and a dishwasher. We will start showing the apartment mid-May due to occupancy.,23rd Ave,[Dishwasher No pets],767decc9bc00fab3d65e9becc8529ca1,42-20 23rd Ave,medium
102332,2,2,40.761,6927464,-73.9992,5000,4,78e50c94b33bb1ceeb5f4c8ff7455703,WHY TO LIVE IN THIS LUXURIOUS BUILDING? WEEKDAY SHUTTLE SERVICE ON-SITE PARKING GARAGE & HERTZ CONNECT FOR CAR RENTAL ?CLUB 7? BY CLAY HEALTH CLUB WITH 75-FT INDOOR POOL CONCIERGE SERVICES BY ABIGAIL MICHAELS STATE-OF-THE-ART FITNESS CENTER SAUNA & STEAM ROOMS YOGA PILATES SPIN AND BOXING CLASSES SPA TREATMENTS SUN TERRACEFABULOUS SUPER MODERN 2 BEDROOM APARTMENT WITH A BREATH TAKING VIEW. HIGH CEILINGS WITH FLOOR TO CEILING WINDOWS- WHAT MAKES IT A SUN BOMBED APARTMENT BRAND NEW GRANITE KITCHEN WITH STAINLESS STEEL APPLIANCES AND A DISHWASHER. WASHER/DRYER INSIDE THE UNIT.***NO FEE & 1 MONTH FREE RENT*** THE REAL DEAL- VIEW TODA DONT MISS ITSPECIALIZING IN NYC RENTALS TAKE A STEP TO YOUR NEXT HOME. ORI 935-727-2488 kagglemanager@renthop.com AVAILABLE 24/7 ANY TIME ANY WHERE.<a website_redacted ,West 42nd Street,[Swimming Pool Dining Room Doorman Elevator Fitness Center Laundry in Unit Dishwasher Hardwood Floors No Fee Outdoor Space New Construction],cbcd513212d592e6c717d27be14f46ac,610 West 42nd Street,low
102333,1,1,40.7331,6874479,-74.0059,2495,4,0,A FABULOUS 1BR IN THE WEST VILLAGE! PERFECT APARTMENT! UPDATES WITH HARDWOOD FLOORS HIGH CEILINGS AND MODERN UPDATES THAT YOU CANNOT TAKE YOUR EYES OFF OF!GREAT AREA!!!!DON'T MISS OUT ON THIS AMAZING APARTMENT!If this apartment doesn't fit your needs our brokers have over 15 years experience and access to thousands of amazing listings. Call us today and we'll find the one that's perfect for you. We look forward to finding you your new home!CALL TODAY!(709-571-3846,1 BEDROOM ON CHRISTOPHER ST!,[],4bdc3d8c1aaa90d997ce2cb77680679b,CHRISTOPHER & BEDFORD,high
102334,1,0,40.779,6865150,-73.9461,2100,4,4fab801da22bb804a7c28b03387a45d4, ,East 90th Street,[],92013c70d061b976962c23f8971cefd9,423 East 90th Street,low
102337,1,2,40.7417,6878700,-73.9818,3200,4,c93277cc49481f38536696c793e6191f,LUXURY BUILDING: ATTENTED LOBBY WTIH 24/7 DOORMAN LAUNDRY ON EVERY FLOOR PARKING GARAGE ON SITE. SUPERB LOCATION IN MURRAY HILL FILLED WITH FINEST WINE AND DINE NYC MEDICALS MULTIPLE FITNESS CENTERS PARK AVE 2 BLOCKS AWAY FROM SUBWAY.RENOVATED UNIT IN QUIET CONDO BUILDING WITH LARGE PANORAMIC WINDOWS WITH LOTS OF NATURAL LIGHT. FEATURES MODERN WIDE-STRIP HARDWOOD FLOORS ABUNDANT CLOSET RENOVATED KITCHEN WITH WHITE/GREY CAESAR STONE & CUSTOM CABINETS TILED TILES ON FLOORING. MARBLE BATHROOM WITH SOAK TUB AND MODERN FIXTURES.TO SCHEDULE A VIEWING PLEASE CALL/TEXT NATHAN BEN-DAVID 500-405-7922<a website_redacted ,East 27th Street,[Roof Deck Doorman Elevator Laundry in Building Dishwasher Hardwood Floors No Fee],38d72c692c25ba828c02963a9b17fc72,145 East 27th Street,medium
102338,1,3,40.7056,6947256,-74.0162,3150,4,11e1dec9d14b1a9e528386a2504b3afc,Welcome to your new residence in Downtown Manhattan's most sought after Luxury rental building. As you enter your new apartment you will immediately notice the large foyer with a closet space along the right wall. Proceed forward into the newly renovated fully-equipped gourmet kitchen boasting granite counter tops custom cabinetry stainless steel appliances (including a dishwasher refrigerator stove top and microwave w/ ventilation system). Directly across from the kitchen is the full bathroom with a marble-tiling finish and a large vanity mirror.Three over-sized California-style closets strategically placed within the apartment provide great storage solutions. The massive living space (410 square foot) is an effortless Flex3 conversion with substantial room for Queen size bedrooms and remaining living quarters. An ideal situation for couples young professionals and roommate scenarios. The hardwood floors throughout are showered by the sun thanks to the large windows that wrap around the apartment on the Northern and Western exposures boasting fascinating views of Battery Park and the Hudson River.Luxury living in Downtown Manhattan is no longer just a dream but a vivid reality. Residents enjoy endless amenities including 24 Hour Lifestyle Concierge & Doorman Fitness & Health Centers Valet Services Laundry on every floor Serene Lounges Business Center Rooftop Decks with breathtaking views of Battery Park Hudson Harbor and Downtown New York City/Jersey. The building is Pet-Friendly and Wheelchair accessible.For a private showing of this unit and other NO FEE apartments reach out to John Vakalopoulos at (501-606-3449 or via email at kagglemanager@renthop.com<a website_redacted ,West St.,[Doorman Elevator Fitness Center Loft Pre-War Laundry in Building Dishwasher Hardwood Floors No Fee Dogs Allowed Cats Allowed],e6472c7237327dd3903b3d6f6a94515a,1 West St.,medium
102339,1,1,40.7767,6925920,-73.9504,2525,4,9a9ec4f9a6874639dffb02f3220a2000,I have total market coverage in Manhattan with access to show nearly every available listing in the city through my real-time database of listings and co-broke network. CONTACT ME FOR AN EXCLUSIVE TOUR OF THIS AND OTHER GREAT APARTMENTS. CALL OR TEXT LESLIE TO VIEW: 301-042-4502 OR EMAIL:kagglemanager@renthop.comBond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,E 85 Street,[Cats Allowed],1729cc4d62ab0cec44dcfd6757d44d65,345 E 85 Street,low
10234,2,3,40.7228,7223091,-74.0005,8550,6,d0e1c4ba655f28c75f9d49375c776be4,BRAND NEW ON MARKET: GRAND AND GRACIOUS true SoHo loft in prime cast-iron building on an unbeatable location. Key-locked elevator-landing opens onto a dramatic Living/Dining expanse with 14 foot ceilings wood-burning fireplace and a wall of east facing windows. Open kitchen is fit for a chef. The bedroom wing includes a master suite with the glamorous en-suite bath and dressing area as well as a second bedroom with its en-suite bath. Flexible interior office/den has a charming oval window. Soaring ceiling heights throughout landmark views thru enormous double-glazed windows and nearly 2000SF of space. This amazing home may be your rare opportunity to enjoy the elegant and fun high-life in coveted SoHo neighborhood with the City's best restaurants and shopping at your doorstep. Offered fully furnished with designer dÃƒÆ’Ã‚Â©cor and precious antiques or unfurnished at additional fee with flexible lease terms. A must see! Hurry won't last! ,77 Mercer Street,[Furnished Loft Pre-War Laundry in Unit Dishwasher Exclusive Dogs Allowed Cats Allowed],611d38a376179cf75dfa63adb524be62,77 Mercer Street,low
102342,1,1,40.7735,6840329,-73.9508,2700,4,d8afa114e9be93e1a6fd9370a2214837,Amazing location for this completely gut Renovated 1 Bedroom w/ Washer & Dryer in unitApartment features bleached-plank hardwood floors recessed lighting granite counter tops stainless steel appliances cherry wood cabinets crown and baseboard moldings with marble bathrooms. Washer & Dryer in unit.NO FEE!!!!!Heat and hot water included. Video intercom.CALL JENNIFER AT 072-939-4921 TO SCHEDULE A VIEWING! OR EMAIL kagglemanager@renthop.com !<a website_redacted , E 81,[Laundry in Unit Dishwasher Hardwood Floors No Fee],fd960446d2a41002d3b36f25740157ca,409 E 81,high
102345,1,2,40.7656,6929701,-73.9885,3145,4,a433bb20f3f94e3f3e6700286e351638,**LUXURY BUILDING** The bright lights big city concept was certainly born in Midtown Manhattan on the West Side of town where Times Square and the Theater District are at the core. This bustling area offers everything from performing arts to culinary delights and is the city?s center of transportation. **GREAT OFFER**This apartment has a designer kitchen with new appliances high ceilings beautiful hardwood floors updated marble bathroom large living space. high ceilings and plenty of closets and storage. Great block with the convenience of nearby subway adjacent great restaurants shopping and Broadway/movie theaters.AMAZING OFFER WITH NO FEE AND ONE MONTH FREE!I specialize in all NYC rentals!Contact and view today:kagglemanager@renthop.com: 760-109-5403<a website_redacted ,W 53 St.,[Roof Deck Doorman Elevator Fitness Center Dishwasher Hardwood Floors No Fee Dogs Allowed Cats Allowed],2b14eec3be2c4d669ce5949cf863de6f,410 W 53 St.,low
102347,1,2,40.7528,6826030,-74.0032,4250,4,e04588d0f29472925850d7095a543520,Absolutely stunning Chelsea location! This 2-Bedroom manages to be extremely affordable while being located in the cultural heart of Manhattan. The gourmet kitchen is filled with the newest high-end appliances essential for those who love to cook. Enjoy the additional added convenience of an in-unit washer/dryer.For a limited time get 1-month free and pay no broker fee!Building amenities:ConciergeDoormanElevatorGarage ParkingGymGreen BuildingLive-in SuperParking AvailablePets AllowedCommunity Recreation FacilitiesStorage AvailableFor a private viewing please call Richard Alvarez at 449-593-7152 or email at kagglemanager@renthop.com is net effective after 1-month free.Pictures of indicative of likely style and finish.<a website_redacted ,11th Avenue,[Doorman Fitness Center Laundry in Unit Dishwasher Hardwood Floors No Fee New Construction],48da4647746078e946b008a561123653,312 11th Avenue,medium
