	bathrooms	bedrooms	building_id	created	description	display_address	features	interest_level	latitude	listing_id	longitude	manager_id	photos	price	street_address
101600	1.0	2	373ddff5598264a716da988abb066eab	2016-04-19 05:44:20	True 2 bedroom! Complete renovation! New hardwood floors, high ceilings, bright windows, all stainless steel kitchen including a dishwasher and a microwave! Space for a sofa and an entertainment center in the living room, space for a queen plus a dresser in both bedrooms! Tall oak cabinets, counter space, granite tops, marble bath and bedrooms located on the opposite sides of the apartment make this a great deal! Priced right!Easily the best deal!<br /><br />Prime East village location! Close to everything our amazing city has to offer! Restaurant galore, yoga studios, happy hour spots, outdoor cafes, vintage shopping, Trader Joe's, city bike, Tompkins square park, waterfront bike lane, NYU, Union square, Saint Marks, all trains and crosstown buses and more!Call or E-mail Lyuba! Apartments of various sizes available in this and other city neighborhoods!<br /><br /><br /><br /><p><a  website_redacted 	East 13th Street	[Pre-War, Dishwasher, Hardwood Floors]	medium	40.7298	6895718	-73.9817	d4e72926d837c6ca5849c62cead367b4	[https://photos.renthop.com/2/6895718_43011bedfad32bfa58ff77d1557f4a86.jpg, https://photos.renthop.com/2/6895718_622a1e6b271467b14dbea41dae8626df.jpg, https://photos.renthop.com/2/6895718_d2eb87b5b3ac3fafa31720d4d962b4ff.jpg, https://photos.renthop.com/2/6895718_3e901ff43c34a71db928c2ad0e4daced.jpg, https://photos.renthop.com/2/6895718_21a1ebe7a37f7135977934a68b4b8d20.jpg]	3200	438 East 13th Street
101601	1.0	1	c90eca56111f5ab23422f9f611b189eb	2016-04-16 04:55:10	        	14th St	[Cats Allowed]	low	40.6661	6883925	-73.9882	e6472c7237327dd3903b3d6f6a94515a	[https://photos.renthop.com/2/6883925_dbbd153b791dae4812905130dd0baca4.jpg, https://photos.renthop.com/2/6883925_1d3653c4a57db224f2211ec67680752e.jpg, https://photos.renthop.com/2/6883925_9b185d9b7d33f9191b28feb234f94f46.jpg, https://photos.renthop.com/2/6883925_b8f1c3ca2222715b21ddf9b5fbb70e15.jpg, https://photos.renthop.com/2/6883925_6638b9c269cb594e0efacefe2f6f3521.jpg, https://photos.renthop.com/2/6883925_540e61b7b15a6106a5e2b2531fa4ccd4.jpg, https://photos.renthop.com/2/6883925_ee2bd206cb9e32a417f60c5d24072142.jpg, https://photos.renthop.com/2/6883925_bad7f60145c388abb321afa338ce709e.jpg, https://photos.renthop.com/2/6883925_ea7661cf25123c442cf6a0271730e98e.jpg, https://photos.renthop.com/2/6883925_ec02fc1440a0e7fab87e69ad14fc3ad5.jpg, https://photos.renthop.com/2/6883925_3513496a657acb66549696339587bf23.jpg, https://photos.renthop.com/2/6883925_f797be1d9029df637fbe5add1301669c.jpg, https://photos.renthop.com/2/6883925_cae221c5b215dcbe73014e37d6409eaa.jpg, https://photos.renthop.com/2/6883925_6a61bb532a4b9a1df2f6c2d168586eba.jpg, https://photos.renthop.com/2/6883925_5521f2e91baea3e3685c6b581b6eea72.jpg, https://photos.renthop.com/2/6883925_5dc73ef84daeb876720af200c965ccd0.jpg]	2200	261 14th St
101602	2.0	2	b9a2d406ffdfd7c6f014671e7b0d5ea9	2016-04-16 03:15:18	Available immediately! This stunning, full-floor condoresidence has it all, including a private backyard!! Spread outover a sprawling 1200 interior square feet, this 2 bedroom / 2 fullbathroom home is in triple mint condition and features gorgeousstrip hardwood floors, a Bosch washer/dryer, high ceilings,recessed lighting, beautiful natural light all throughout the day,wonderful peace and quiet, a video intercom system, and an over 400square foot private backyard with beautiful paving stones andlovely wood fencing for privacy-it is perfect for barbequing,entertaining friends, or just relaxing in your downtime! The homeis also just a few short blocks from the C train-take the C onestop to 125th, transfer to the A or D, and you are at ColumbusCircle in just one stop and a matter of minutes! The large livingroom features more than ample space for a full-size dining roomtable and boasts a charming Juliet balcony and unobstructed cityviews. The open kitchen boasts Viking stainless steel appliances, aBosch dishwasher, Kohler fixtures, a full-height pantry, and undercabinet lighting. The large, pin-drop quiet master bedroom boasts acustom designed walk-in closet and a full bath on-suite thatfeatures a linen closet, radiant heated slate floors, Kohlerfixtures, beautiful mosaic tiling, and a glass stall shower. 121Edgecombe Avenue is near City College and just east of the HudsonRiver Greenway (one of four lush neighborhood parks), whichstretches from Harlem to Battery Park and features beautiful riverviews and car-free paths. No pets and no smokers.	121 Edgecombe Avenue	[Balcony, View, Doorman, Elevator, Cats Allowed, Dogs Allowed]	low	40.8206	6882502	-73.9456	63fa9c72998b94edacc4f7bbb509fa65	[https://photos.renthop.com/2/6882502_887e43fed18e36edaec289449fac099b.jpg, https://photos.renthop.com/2/6882502_a304c677388663aa99dd8afa03bfba5e.jpg, https://photos.renthop.com/2/6882502_4832dfd6ffebe32b65eb0603ea31cf60.jpg, https://photos.renthop.com/2/6882502_1431080f6f37a4aeb5ad254ac6c38980.jpg, https://photos.renthop.com/2/6882502_128a95feb3f7092aa1a2dc2cef759362.jpg]	3500	121 Edgecombe Avenue
101605	2.0	2	6289dd7229f0d3b87254860764be70ab	2016-04-29 03:33:18	Absolutely Gorgeous and Unique Two Bedrooms available in a New Building by High Line Chelsea!<br /><br />This unit features great closet space including a Walk-in Closet with barn doors and its very own Washer and Dryer!<br /><br />Located in an amazing, Pet-friendly (ALL PETS ACCEPTED!) new luxury building with features including:*Fitness Center*Full-time Concierge*Backyard & Roof Deck with BBQ*Pet Wash *Lounge*Garage opening Soon!<br /><br />Located just a short walk from Penn Station - DO NOT miss this rare gem!For additional information or to schedule an appointment to view, contact Ken today!<p><a  website_redacted 	W 28th St.	[Dining Room, Doorman, Elevator, Fitness Center, Garden/Patio, Multi-Level, Terrace, Laundry in Building, Laundry in Unit, Dishwasher, Hardwood Floors, Outdoor Space, Dogs Allowed, Cats Allowed]	medium	40.7512	6941348	-74.0026	6754a7c08b7298e919ec2d3c6dc6ed17	[https://photos.renthop.com/2/6941348_36cca8c9b6acd37a50b8f70330010ab6.jpg, https://photos.renthop.com/2/6941348_1802383a37f940a46ae258e4c26dc668.jpg, https://photos.renthop.com/2/6941348_996d670725df9b1104c2842c34d03589.jpg, https://photos.renthop.com/2/6941348_6d7aae9c04d00a0d9974acc093f81485.jpg, https://photos.renthop.com/2/6941348_1e86fad847ce035725d8cedcc08b0d32.jpg, https://photos.renthop.com/2/6941348_c42357ad4f28b1d360cad8d32fc4e8a2.jpg, https://photos.renthop.com/2/6941348_e65cc645bcf878dfe1ba800baf757f09.jpg, https://photos.renthop.com/2/6941348_09025a558c1e20bb9b720835028cd2e5.jpg]	5365	525 W 28th St.
101608	1.0	2	bb8658a3e432fb62a440615333376345	2016-04-16 04:00:20	The building features 24-hour doorman, valet, concierge, gym, roof-deck, and tenant lounge with wifi internet. just down the block from the seaport with battery park at your fingertips. the apartment boasts tons of light, hardwood floors, stainless steel appliances including microwave and dishwasher, and oversized windows. To see this apartment and others like it call 097-239-3774 or Email kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><p><a  website_redacted 	Washington Street	[Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.708	6883073	-74.0149	3c9fa93880997efea71b7669019a51cd	[https://photos.renthop.com/2/6883073_74a4b980b42b94da4a76eb2dd304dcdd.jpg, https://photos.renthop.com/2/6883073_cbb312332e4601feb48e6da493d1d247.jpg, https://photos.renthop.com/2/6883073_faaf139440771ec6f64c10a3c3e3c7ce.jpg, https://photos.renthop.com/2/6883073_fee505d5138a07dc26540479f39289f9.jpg, https://photos.renthop.com/2/6883073_c88448cf7dede168c0a820aff4c1f9c0.jpg, https://photos.renthop.com/2/6883073_31a598352e327269ca80743aa666b635.jpg, https://photos.renthop.com/2/6883073_0d2f5630104d878318fc72d4aaa07fb0.jpg, https://photos.renthop.com/2/6883073_132e6549f5c580e31462d064b1dd8e17.jpg]	3000	90 Washington Street
101612	1.0	0	96274288c84ddd7d5c5d8e425ee75027	2016-04-26 02:51:47	AMAZING LOCATION!! building located in Midtown West.Steps to the Hudson Park! great area with restaurants, coffee shops, supermarkets and easy access to public transportation.Super luxury building features concierge, DM, elevator, gym, laundry in-building, parking and a 37th floor landscaped rooftop deck with dramatic views of the city and the Hudson River.<br /><br />Spacious open layout, hardwood floor, high ceiling, gourmet windowed kitchen with stainless steel appliances, marble bathroom and beautiful floor-to-ceiling windows with spectacular view of New York City!<br /><br />To schedule a private viewing, or if you have any questions, contact me at kagglemanager@renthop.com or 501-606-3449. Looking forward to hearing from you!<br /><br /><p><a  website_redacted 	W 37 St.	[Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, High Speed Internet, Hardwood Floors, No Fee, New Construction, Dogs Allowed, Cats Allowed]	medium	40.7568	6925010	-73.9982	e6472c7237327dd3903b3d6f6a94515a	[https://photos.renthop.com/2/6925010_24d46f89d47b7a9ab620a4283837bf19.jpg, https://photos.renthop.com/2/6925010_e98181e590bab72af5f74640ffb11f58.jpg, https://photos.renthop.com/2/6925010_5b58a87c8419045e6a8a91614c8a0461.jpg, https://photos.renthop.com/2/6925010_edac0f7fe4550a529c3926c97662dd87.jpg, https://photos.renthop.com/2/6925010_941a0d3092210684f235a72904434a1c.jpg, https://photos.renthop.com/2/6925010_1b5778b14f331fc3c2d89d2d518534a7.jpg]	2500	505 W 37 St.
101616	1.0	1	dd7b281c0dbafc8b53575ab78cca75d4	2016-04-16 02:53:39	Gorgeous 1 Bedroom / Flex 2 in Kips Bay - No Fee* One-year free membership to Hype Gym included with select units *The eight towers of Kips Bay Court range in size from 12 to 27 stories high and only have six apartments per floor. Its wide open, lighted walkways are surrounded by trees and grass and have two children's playgrounds offering occupants the opportunity to enjoy nature and the outdoors while remaining close to home.Kips Bay Court is located on 2nd Avenue in Manhattan, spanning the blocks of 26th - 29 Streets.Ours is a thriving, dynamic neighborhood, with an abundance of shops, restaurants and nightlife. A wide variety of retail stores can be found on Second & Third Avenues, as well as dozens of restaurants from 23rd to 34th Streets. Movies, nightlife, live theater and even a local Comedy Club, are an easy walking distance.Please callA 747-575-4675A to schedule an appointment today!AThe eight towers of Kips Bay Court range in size from 12 to 27 stories high and only have six apartments per floor. Its wide open, lighted walkways are surrounded by trees and grass and have two children's playgrounds offering occupants the opportunity to enjoy nature and the outdoors while remaining close to home.Kips Bay Court is located on 2nd Avenue in Manhattan, spanning the blocks of 26th - 29 Streets.Ours is a thriving, dynamic neighborhood, with an abundance of shops, restaurants and nightlife.  A wide variety of retail stores can be found on Second & Third Avenues, as well as dozens of restaurants from 23rd to 34th Streets. Movies, nightlife, live theater and even a local Comedy Club, are an easy walking distance.Please call 747-575-4675, email kagglemanager@renthop.com, or visit  website_redacted today for more information!	520 Second Avenue	[Fitness Center, On-site Garage, Doorman, Live-in Super, Concierge, Laundry in Building, No Fee, Exclusive, Elevator]	low	40.7413	6882248	-73.9781	9df32cb8dda19d3222d66e69e258616b	[https://photos.renthop.com/2/6882248_5856782ee27e3f85fa76ce4f0cb9a116.jpg, https://photos.renthop.com/2/6882248_0fc506b913787e241be8cdb192aa7c0e.jpg, https://photos.renthop.com/2/6882248_03e9b4f0ed4bc50ebcedf869ec4d0d28.jpg, https://photos.renthop.com/2/6882248_f0f95d159d9e9b7c3d5e9ed30d47d1b9.jpg, https://photos.renthop.com/2/6882248_1b2919013de8c8651b14c0bd7e4a2d6e.jpg, https://photos.renthop.com/2/6882248_0d66127d26f73d07ced09ac39597986f.jpg]	3457	520 Second Avenue
101617	1.0	2	4b4208ef3a4c72964a06bdc44e00c4b4	2016-04-11 14:20:19	This apartment is the real deal! WOW! In Greenwich Village this is a steal and will not last long. Pet friendly and surrounded by trains, buses, restaurants, and shopping. Apartments like this are rare, a once in a blue moon vacancy. Hurry and inquire today before it is too late! ID-1891770	WILL NOT LAST LONG! 	[Cats Allowed, Dogs Allowed]	low	40.7205	6856669	-73.9793	465641627d253016ac8683943fd94ffe	[https://photos.renthop.com/2/6856669_61f6bae56cd40b73626fc133a446b72c.jpg, https://photos.renthop.com/2/6856669_b8745e8fd1b8c2490b423605a15f022f.jpg, https://photos.renthop.com/2/6856669_9d80e0b3eadde69010c623b6ed338f01.jpg]	2950	300 East 2nd Street NYC
101619	1.0	4	fd9b3ff61045099434b486dc1884831d	2016-04-21 05:35:21	Massive CONVERTIBLE 4 Bedroom Apartment-Near Union Square-Free Utility-Brand new 2016 condo finishes-NO FEE for all immediate move-ins - For all ASAP Showing Flexible Move-in dates from NOW to June Oversized 1 Bedroom Apartment offering more space than a typical Manhattan apartment. Rent STABILIZED!! 1 TO 2 YEAR LEASE!! This apartment is conveniently located. Steps from the L train; a short walk to Union Square 4/5/6/N/R/Q and PATH trains. Elevator, Condo level finishes: GRANITE countertops and STAINLESS STEEL appliances. Not dirty, dumpy, greasy grimy or small. generous closet space and ALL bedroom's fit a queen sized bed. UNLIMITED A/C, gas stove, dishwasher and microwave are already in the apartment. Free utilities: heat, hot water, gas, electric. Located minutes from the L train, Near Union Square, N,R, Q, 4,5,6 Trains, Bus Lines M9, M23, M34A, M15. Gramercy, NYU, NYU Dental, Baruch, The New School and SVA, Shops, Dining and Entertainment!<br /><br />To schedule an appointment to view this or any other apartments in NYC please feel free to email or callYelena Sukhova617-827-4555 / kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted 	1st Avenue	[Elevator, Dishwasher, Hardwood Floors, No Fee]	low	40.7356	6907259	-73.9789	77f81a0a8af6db8349587acefd1b533f	[https://photos.renthop.com/2/6907259_a0f1f504fe230ac441ff8df7c1d7735f.jpg, https://photos.renthop.com/2/6907259_e6266ac7d9a6d597ecce6e235a2a8b7d.jpg, https://photos.renthop.com/2/6907259_6a93be5d82f190355c1b21dd8de0a288.jpg, https://photos.renthop.com/2/6907259_dfe8f77dd0c1fa66c828c49f64f027b0.jpg, https://photos.renthop.com/2/6907259_42df0f4c634bc5a3ce3eb9019537f13c.jpg, https://photos.renthop.com/2/6907259_3307c909997755f0b9a1f108b6e2050a.jpg]	5875	360 1st Avenue
101620	2.0	2	0	2016-04-21 01:23:26	Newly Renovated Two Bedroom apartment on west 43rd street in Midtown West. Located between Eighth and NinthAvenue. This post-war building is convenient to the 1 train, lots of great restaurants and is in the Heart of Midtown Manhattan. Apartment Features Hardwood floors all through out, good sunlight, lots of closet space, and Huge Living.Separate Kitchen with top of the line stainless steel appliances a Dishwasher and a Microwave. Building has a Doorman, Concierge, Elevator, Bicycle Room, Garden, Health Club, and Laundry Room.Pets are Allowed.Contact me today to see this apartment or any other rental in the Citi Habitats database. Let me help you find your next home! 	West 43rd Street	[Fitness Center, Dogs Allowed, Cats Allowed]	low	40.7587	6903521	-73.9916	baf2b718f413a41eba82a1354a82ca86	[]	4675	360 West 43rd Street
101621	1.0	2	bb8658a3e432fb62a440615333376345	2016-04-11 03:20:05	UNIQUE CORNER CONVERTIBLE 2 BEDROOM IN A LUXURIOUS FULL SERVICE DOWNTOWN BUILDING. APARTMENT HAS INCREDIBLE SOUTHWEST WATER AND CITY VIEWS, BRAND NEW GRANITE KITCHEN, MARBLE BATH AND 3 HUGE CLOSETS. SCHEDULE NOW TO COME AND VIEW THIS STUNNING UNIT BEFORE IT IS GONE.<br /><br />BUILDING IS CONVENIENTLY LOCATED BY ALL TRAIN STOPS AND  FEATURES 24 HR DOORMAN, CONCIERGE, FITNESS CENTER, LOUNGE AND SUNDECK.<br /><br />Please feel free to contact me for a viewing at kagglemanager@renthop.com<br /><br /><p><a  website_redacted 	Washington Street	[Roof Deck, Doorman, Elevator, Fitness Center, Laundry in Building, High Speed Internet, Dishwasher, No Fee]	medium	40.708	6855788	-74.0149	d6ca7517247f1327799c0ae1aa84df9d	[https://photos.renthop.com/2/6855788_587e51d18090e19be94e79ebd8cac8cb.jpg, https://photos.renthop.com/2/6855788_eba6678990c95b17c77ce980e7db1c8a.jpg, https://photos.renthop.com/2/6855788_2491be3f6caddbbf6faac1b5ceaf0c33.jpg]	2795	90 Washington Street
101623	1.0	3	d6c345de3f342d611ea0dd21eabe68e2	2016-04-23 04:59:14		West 45th Street	[Doorman, Elevator, Cats Allowed, Dogs Allowed, Exclusive]	low	40.7621	6916374	-73.9956	d1737922fe92ccb0dc37ba85589e6415	[]	7100	550 West 45th Street
101624	2.0	3	0	2016-04-29 01:22:12	RARE LAYOUT*DUPLEX APARTMENT*TRIPLE EXPOSURE*HUGE OUTDOOR BACKYARD**SPLIT BEDROOMS - WASHER/DRYER- one of a kind pre-war duplex gem offers a unique layout: unlike any other 3 bedroom apartment in the neighborhood; this flexible set up offers 3bedrooms, high ceilings, a large renovatedkitchen, 2 updated bathrooms and a beautiful, bright living room. Big windows offer great sunlight throughout the apartment - ! Original details are kept to perfection:The huge, separate kitchen offers extra wide counter space,Stainless steel appliances, multiple cabinets, tile floor and dishwasher.This space is magnificent. Unique Merely a block away from the new Second Avenue Subway! Quiet, tree lined block with 2 parks nearby (plus Central Park at a 10 minute walk), New York Sports Club a block away, lots of great restaurants, bars and shops. 	East 91st Street	[Pre-War, Dogs Allowed, Cats Allowed]	low	40.7802	6939489	-73.9478	1c0d4e1d3a006e574a713d2dc13084b5	[https://photos.renthop.com/2/6939489_f90aa0a91c11cc1bdb0d06c564cce6ba.jpg, https://photos.renthop.com/2/6939489_f01b47bf151b3c02cc8f858447c3bd70.jpg, https://photos.renthop.com/2/6939489_437c581de2e214d7c375c111f20c845c.jpg, https://photos.renthop.com/2/6939489_3bee2ef3966582deba1be6ccc84fcf91.jpg]	5200	350 East 91st Street
